Time,First,Last
01/02/2008 09:00:00.000,198.79,200.16
01/02/2008 10:00:00.000,200.16,198.05
01/02/2008 11:00:00.000,198.05,195.12
01/02/2008 12:00:00.000,195.12,194.47
01/02/2008 13:00:00.000,194.46,194.98
01/02/2008 14:00:00.000,195.01,194.12
01/02/2008 15:00:00.000,194.14,194.93
01/02/2008 16:00:00.000,194.84,194.84
01/03/2008 09:00:00.000,195.58,194.5
01/03/2008 10:00:00.000,194.54,194.85
01/03/2008 11:00:00.000,194.87,195.68
01/03/2008 12:00:00.000,195.68,196.35
01/03/2008 13:00:00.000,196.33,195.8
01/03/2008 14:00:00.000,195.84,195.51
01/03/2008 15:00:00.000,195.52,194.85
01/03/2008 16:00:00.000,194.89,194.97
01/04/2008 09:00:00.000,191.45,191.18
01/04/2008 10:00:00.000,191.21,189.05
01/04/2008 11:00:00.000,189.01,188.85
01/04/2008 12:00:00.000,188.87,188.19
01/04/2008 13:00:00.000,188.17,187.49
01/04/2008 14:00:00.000,187.49,184.22
01/04/2008 15:00:00.000,184.25,179.92
01/04/2008 16:00:00.000,179.92,179.9
01/07/2008 09:00:00.000,181.2,182.66
01/07/2008 10:00:00.000,182.68,173.07
01/07/2008 11:00:00.000,173.02,178.66
01/07/2008 12:00:00.000,178.63,179.63
01/07/2008 13:00:00.000,179.66,177.16
01/07/2008 14:00:00.000,177.16,175.58
01/07/2008 15:00:00.000,175.63,177.58
01/07/2008 16:00:00.000,177.64,177.64
01/08/2008 09:00:00.000,179.32,179.44
01/08/2008 10:00:00.000,179.44,180.52
01/08/2008 11:00:00.000,180.53,179.02
01/08/2008 12:00:00.000,178.98,179.59
01/08/2008 13:00:00.000,179.6,180.82
01/08/2008 14:00:00.000,180.81,178.37
01/08/2008 15:00:00.000,178.4,171.23
01/08/2008 16:00:00.000,171.2,171.07
01/09/2008 09:00:00.000,171.66,172.8
01/09/2008 10:00:00.000,172.81,172.55
01/09/2008 11:00:00.000,172.54,169.99
01/09/2008 12:00:00.000,169.99,171.77
01/09/2008 13:00:00.000,171.79,170.4
01/09/2008 14:00:00.000,170.41,173.94
01/09/2008 15:00:00.000,173.9,179.5
01/09/2008 16:00:00.000,179.48,179.4
01/10/2008 09:00:00.000,177.67,176.19
01/10/2008 10:00:00.000,176.19,176.18
01/10/2008 11:00:00.000,176.17,176.63
01/10/2008 12:00:00.000,176.6,179.31
01/10/2008 13:00:00.000,179.32,177.42
01/10/2008 14:00:00.000,177.34,179.35
01/10/2008 15:00:00.000,179.33,178.02
01/10/2008 16:00:00.000,178.02,178.02
01/11/2008 09:00:00.000,176.1,176.4
01/11/2008 10:00:00.000,176.33,175.78
01/11/2008 11:00:00.000,175.8,174.68
01/11/2008 12:00:00.000,174.7,173.15
01/11/2008 13:00:00.000,173.11,171.37
01/11/2008 14:00:00.000,171.36,171.01
01/11/2008 15:00:00.000,171.06,172.4
01/11/2008 16:00:00.000,172.5,172.58
01/14/2008 09:00:00.000,177.08,176.53
01/14/2008 10:00:00.000,176.54,177.6
01/14/2008 11:00:00.000,177.6,177.27
01/14/2008 12:00:00.000,177.27,176.88
01/14/2008 13:00:00.000,176.88,177.18
01/14/2008 14:00:00.000,177.19,178.16
01/14/2008 15:00:00.000,178.18,178.77
01/14/2008 16:00:00.000,178.78,178.78
01/15/2008 09:00:00.000,178.11,177.68
01/15/2008 10:00:00.000,177.69,175.91
01/15/2008 11:00:00.000,175.91,174.62
01/15/2008 12:00:00.000,174.61,169.58
01/15/2008 13:00:00.000,169.55,166.65
01/15/2008 14:00:00.000,166.7,166.91
01/15/2008 15:00:00.000,166.95,169
01/15/2008 16:00:00.000,169.01,169.04
01/16/2008 09:00:00.000,164.51,164.74
01/16/2008 10:00:00.000,164.74,158.7
01/16/2008 11:00:00.000,158.71,162.1
01/16/2008 12:00:00.000,162.1,162.65
01/16/2008 13:00:00.000,162.63,161.58
01/16/2008 14:00:00.000,161.59,163.3
01/16/2008 15:00:00.000,163.3,159.61
01/16/2008 16:00:00.000,159.61,159.79
01/17/2008 09:00:00.000,162.19,163.31
01/17/2008 10:00:00.000,163.29,160.72
01/17/2008 11:00:00.000,160.71,160.27
01/17/2008 12:00:00.000,160.28,161.56
01/17/2008 13:00:00.000,161.61,161.59
01/17/2008 14:00:00.000,161.59,160.52
01/17/2008 15:00:00.000,160.5,160
01/17/2008 16:00:00.000,159.95,159.68
01/18/2008 09:00:00.000,164.26,163.74
01/18/2008 10:00:00.000,163.76,164.43
01/18/2008 11:00:00.000,164.43,161.39
01/18/2008 12:00:00.000,161.42,162.89
01/18/2008 13:00:00.000,162.87,161.89
01/18/2008 14:00:00.000,161.88,160.92
01/18/2008 15:00:00.000,160.91,161.22
01/18/2008 16:00:00.000,161.22,161.36
01/22/2008 09:00:00.000,151.17,155.3
01/22/2008 10:00:00.000,155.35,156.79
01/22/2008 11:00:00.000,156.8,155.42
01/22/2008 12:00:00.000,155.42,157.48
01/22/2008 13:00:00.000,157.48,157.07
01/22/2008 14:00:00.000,157.02,156.85
01/22/2008 15:00:00.000,156.87,157.51
01/22/2008 16:00:00.000,157.46,155.64
01/23/2008 09:00:00.000,138.35,137.6
01/23/2008 10:00:00.000,137.6,136.69
01/23/2008 11:00:00.000,136.69,129.3
01/23/2008 12:00:00.000,129.28,126.71
01/23/2008 13:00:00.000,126.74,130.9
01/23/2008 14:00:00.000,130.92,133.02
01/23/2008 15:00:00.000,132.99,139.1
01/23/2008 16:00:00.000,139.14,138.95
01/24/2008 09:00:00.000,139.6,140
01/24/2008 10:00:00.000,140,135.26
01/24/2008 11:00:00.000,135.28,134.93
01/24/2008 12:00:00.000,134.92,134.26
01/24/2008 13:00:00.000,134.28,132.92
01/24/2008 14:00:00.000,132.9,133.53
01/24/2008 15:00:00.000,133.52,135.53
01/24/2008 16:00:00.000,135.54,135.6
01/25/2008 09:00:00.000,138.8,137.34
01/25/2008 10:00:00.000,137.35,133.5
01/25/2008 11:00:00.000,133.48,134.19
01/25/2008 12:00:00.000,134.18,131.85
01/25/2008 13:00:00.000,131.85,130.84
01/25/2008 14:00:00.000,130.84,131.26
01/25/2008 15:00:00.000,131.23,130.01
01/25/2008 16:00:00.000,129.97,130.01
01/28/2008 09:00:00.000,128,129.6
01/28/2008 10:00:00.000,129.6,131.07
01/28/2008 11:00:00.000,131.09,130.91
01/28/2008 12:00:00.000,130.91,130.95
01/28/2008 13:00:00.000,130.99,131.19
01/28/2008 14:00:00.000,131.22,129.62
01/28/2008 15:00:00.000,129.63,129.99
01/28/2008 16:00:00.000,130,130.01
01/29/2008 09:00:00.000,130.78,131.48
01/29/2008 10:00:00.000,131.47,131.37
01/29/2008 11:00:00.000,131.41,131.24
01/29/2008 12:00:00.000,131.22,129.89
01/29/2008 13:00:00.000,129.89,130.01
01/29/2008 14:00:00.000,130.01,130.86
01/29/2008 15:00:00.000,130.85,131.5
01/29/2008 16:00:00.000,131.5,131.54
01/30/2008 09:00:00.000,131.23,130.92
01/30/2008 10:00:00.000,130.9,131.93
01/30/2008 11:00:00.000,131.93,131.91
01/30/2008 12:00:00.000,131.92,131.97
01/30/2008 13:00:00.000,131.96,132.01
01/30/2008 14:00:00.000,132.01,134.88
01/30/2008 15:00:00.000,134.87,132.17
01/30/2008 16:00:00.000,132.1,132.18
01/31/2008 09:00:00.000,129.59,130.97
01/31/2008 10:00:00.000,130.98,131.72
01/31/2008 11:00:00.000,131.73,134.25
01/31/2008 12:00:00.000,134.25,134.05
01/31/2008 13:00:00.000,134.02,134.64
01/31/2008 14:00:00.000,134.64,135.39
01/31/2008 15:00:00.000,135.4,134.99
01/31/2008 16:00:00.000,134.83,135.36
02/01/2008 09:00:00.000,136.16,135.02
02/01/2008 10:00:00.000,135,132.52
02/01/2008 11:00:00.000,132.52,134.11
02/01/2008 12:00:00.000,134.1,133.57
02/01/2008 13:00:00.000,133.59,133.7
02/01/2008 14:00:00.000,133.67,134.12
02/01/2008 15:00:00.000,134.12,133.71
02/01/2008 16:00:00.000,133.7,133.75
02/04/2008 09:00:00.000,134,135.53
02/04/2008 10:00:00.000,135.52,135.36
02/04/2008 11:00:00.000,135.36,133.54
02/04/2008 12:00:00.000,133.54,132.83
02/04/2008 13:00:00.000,132.83,132.96
02/04/2008 14:00:00.000,132.96,132.14
02/04/2008 15:00:00.000,132.15,131.71
02/04/2008 16:00:00.000,131.71,131.65
02/05/2008 09:00:00.000,130.85,132.94
02/05/2008 10:00:00.000,132.93,132.06
02/05/2008 11:00:00.000,132.08,130.74
02/05/2008 12:00:00.000,130.74,130.34
02/05/2008 13:00:00.000,130.33,129.42
02/05/2008 14:00:00.000,129.42,129.96
02/05/2008 15:00:00.000,129.94,129.42
02/05/2008 16:00:00.000,129.38,129.36
02/06/2008 09:00:00.000,130.34,130.95
02/06/2008 10:00:00.000,130.96,129.12
02/06/2008 11:00:00.000,129.12,128.48
02/06/2008 12:00:00.000,128.47,127.26
02/06/2008 13:00:00.000,127.25,124.85
02/06/2008 14:00:00.000,124.85,125.16
02/06/2008 15:00:00.000,125.15,121.99
02/06/2008 16:00:00.000,121.99,122
02/07/2008 09:00:00.000,119.44,117.93
02/07/2008 10:00:00.000,117.93,119.86
02/07/2008 11:00:00.000,119.89,120.04
02/07/2008 12:00:00.000,120.03,121.77
02/07/2008 13:00:00.000,121.78,123.96
02/07/2008 14:00:00.000,123.98,120.56
02/07/2008 15:00:00.000,120.57,121.22
02/07/2008 16:00:00.000,121.22,121.24
02/08/2008 09:00:00.000,121.7,123.76
02/08/2008 10:00:00.000,123.76,124.65
02/08/2008 11:00:00.000,124.65,124.21
02/08/2008 12:00:00.000,124.2,124.34
02/08/2008 13:00:00.000,124.32,122.74
02/08/2008 14:00:00.000,122.75,122.99
02/08/2008 15:00:00.000,123,125.7
02/08/2008 16:00:00.000,125.7,125.7
02/11/2008 09:00:00.000,128.34,128.6
02/11/2008 10:00:00.000,128.61,128.67
02/11/2008 11:00:00.000,128.69,127.77
02/11/2008 12:00:00.000,127.76,128.72
02/11/2008 13:00:00.000,128.73,129.33
02/11/2008 14:00:00.000,129.32,128.88
02/11/2008 15:00:00.000,128.89,129.45
02/11/2008 16:00:00.000,129.45,129.45
02/12/2008 09:00:00.000,130.77,129
02/12/2008 10:00:00.000,128.99,130.26
02/12/2008 11:00:00.000,130.28,128.77
02/12/2008 12:00:00.000,128.76,127.71
02/12/2008 13:00:00.000,127.71,127.23
02/12/2008 14:00:00.000,127.19,126.5
02/12/2008 15:00:00.000,126.51,124.88
02/12/2008 16:00:00.000,124.89,124.86
02/13/2008 09:00:00.000,126,127.02
02/13/2008 10:00:00.000,127.01,126.59
02/13/2008 11:00:00.000,126.56,126.88
02/13/2008 12:00:00.000,126.85,127.6
02/13/2008 13:00:00.000,127.6,128.95
02/13/2008 14:00:00.000,128.97,129.4
02/13/2008 15:00:00.000,129.4,129.29
02/13/2008 16:00:00.000,129.29,129.4
02/14/2008 09:00:00.000,129.9,128.84
02/14/2008 10:00:00.000,128.83,128.27
02/14/2008 11:00:00.000,128.24,128.46
02/14/2008 12:00:00.000,128.47,128.04
02/14/2008 13:00:00.000,128.02,128.29
02/14/2008 14:00:00.000,128.29,127.5
02/14/2008 15:00:00.000,127.52,127.5
02/14/2008 16:00:00.000,127.51,127.46
02/15/2008 09:00:00.000,125.9,126.47
02/15/2008 10:00:00.000,126.46,125.76
02/15/2008 11:00:00.000,125.76,124.85
02/15/2008 12:00:00.000,124.85,124.56
02/15/2008 13:00:00.000,124.54,124.55
02/15/2008 14:00:00.000,124.55,124.39
02/15/2008 15:00:00.000,124.4,124.63
02/15/2008 16:00:00.000,124.63,124.63
02/19/2008 09:00:00.000,126,125.6
02/19/2008 10:00:00.000,125.6,125.16
02/19/2008 11:00:00.000,125.16,125.79
02/19/2008 12:00:00.000,125.83,125.61
02/19/2008 13:00:00.000,125.64,125.19
02/19/2008 14:00:00.000,125.2,122.74
02/19/2008 15:00:00.000,122.75,122.37
02/19/2008 16:00:00.000,122.4,122.42
02/20/2008 09:00:00.000,121.76,122.63
02/20/2008 10:00:00.000,122.62,122.11
02/20/2008 11:00:00.000,122.1,122.92
02/20/2008 12:00:00.000,122.92,123.45
02/20/2008 13:00:00.000,123.45,123.21
02/20/2008 14:00:00.000,123.18,123.37
02/20/2008 15:00:00.000,123.38,123.8
02/20/2008 16:00:00.000,123.8,123.82
02/21/2008 09:00:00.000,126.12,125.22
02/21/2008 10:00:00.000,125.25,122.43
02/21/2008 11:00:00.000,122.41,123.2
02/21/2008 12:00:00.000,123.19,122.72
02/21/2008 13:00:00.000,122.71,122.38
02/21/2008 14:00:00.000,122.38,122.32
02/21/2008 15:00:00.000,122.31,121.63
02/21/2008 16:00:00.000,121.63,121.54
02/22/2008 09:00:00.000,122.1,121.29
02/22/2008 10:00:00.000,121.28,119.42
02/22/2008 11:00:00.000,119.41,118.77
02/22/2008 12:00:00.000,118.76,118.46
02/22/2008 13:00:00.000,118.46,117.18
02/22/2008 14:00:00.000,117.19,117.75
02/22/2008 15:00:00.000,117.73,119.4
02/22/2008 16:00:00.000,119.45,119.46
02/25/2008 09:00:00.000,118.64,117.73
02/25/2008 10:00:00.000,117.71,118.78
02/25/2008 11:00:00.000,118.79,117.94
02/25/2008 12:00:00.000,117.93,117.96
02/25/2008 13:00:00.000,117.98,117.17
02/25/2008 14:00:00.000,117.14,117.65
02/25/2008 15:00:00.000,117.63,119.55
02/25/2008 16:00:00.000,119.55,119.74
02/26/2008 09:00:00.000,118.86,116.88
02/26/2008 10:00:00.000,116.88,117.34
02/26/2008 11:00:00.000,117.35,119.25
02/26/2008 12:00:00.000,119.25,120.03
02/26/2008 13:00:00.000,120.02,119.66
02/26/2008 14:00:00.000,119.66,120.74
02/26/2008 15:00:00.000,120.74,119.08
02/26/2008 16:00:00.000,119.14,119.15
02/27/2008 09:00:00.000,117.83,119.51
02/27/2008 10:00:00.000,119.52,120
02/27/2008 11:00:00.000,120,121.31
02/27/2008 12:00:00.000,121.3,121.81
02/27/2008 13:00:00.000,121.8,121.43
02/27/2008 14:00:00.000,121.42,121.77
02/27/2008 15:00:00.000,121.78,122.92
02/27/2008 16:00:00.000,122.95,122.96
02/28/2008 09:00:00.000,126.96,127.89
02/28/2008 10:00:00.000,127.88,129.08
02/28/2008 11:00:00.000,129.07,129.05
02/28/2008 12:00:00.000,129.05,129.64
02/28/2008 13:00:00.000,129.64,129.88
02/28/2008 14:00:00.000,129.87,131.98
02/28/2008 15:00:00.000,131.99,129.89
02/28/2008 16:00:00.000,129.9,129.91
02/29/2008 09:00:00.000,129,129.57
02/29/2008 10:00:00.000,129.57,127.34
02/29/2008 11:00:00.000,127.34,126.87
02/29/2008 12:00:00.000,126.87,126.97
02/29/2008 13:00:00.000,126.95,126.39
02/29/2008 14:00:00.000,126.38,126.37
02/29/2008 15:00:00.000,126.38,125.15
02/29/2008 16:00:00.000,125.17,125.02
03/03/2008 09:00:00.000,124.59,123.39
03/03/2008 10:00:00.000,123.39,120.89
03/03/2008 11:00:00.000,120.91,121.62
03/03/2008 12:00:00.000,121.62,120.96
03/03/2008 13:00:00.000,120.96,120.56
03/03/2008 14:00:00.000,120.55,118.38
03/03/2008 15:00:00.000,118.4,121.78
03/03/2008 16:00:00.000,121.8,121.73
03/04/2008 09:00:00.000,121.4,121.78
03/04/2008 10:00:00.000,121.77,121.89
03/04/2008 11:00:00.000,121.88,122.16
03/04/2008 12:00:00.000,122.15,122.76
03/04/2008 13:00:00.000,122.79,121.52
03/04/2008 14:00:00.000,121.54,122.4
03/04/2008 15:00:00.000,122.39,124.62
03/04/2008 16:00:00.000,124.6,124.62
03/05/2008 09:00:00.000,124.65,122.75
03/05/2008 10:00:00.000,122.74,123.39
03/05/2008 11:00:00.000,123.38,124.23
03/05/2008 12:00:00.000,124.21,124.57
03/05/2008 13:00:00.000,124.57,123.36
03/05/2008 14:00:00.000,123.36,123.93
03/05/2008 15:00:00.000,123.91,124.44
03/05/2008 16:00:00.000,124.5,124.5
03/06/2008 09:00:00.000,124.09,126.83
03/06/2008 10:00:00.000,126.82,127.36
03/06/2008 11:00:00.000,127.37,126.5
03/06/2008 12:00:00.000,126.49,124.48
03/06/2008 13:00:00.000,124.46,123.44
03/06/2008 14:00:00.000,123.44,124.05
03/06/2008 15:00:00.000,124.05,121.45
03/06/2008 16:00:00.000,121.45,121.45
03/07/2008 09:00:00.000,120.77,121.69
03/07/2008 10:00:00.000,121.66,122.26
03/07/2008 11:00:00.000,122.26,121.28
03/07/2008 12:00:00.000,121.27,120.94
03/07/2008 13:00:00.000,120.94,119.23
03/07/2008 14:00:00.000,119.25,120.76
03/07/2008 15:00:00.000,120.77,122.41
03/07/2008 16:00:00.000,122.4,122.25
03/10/2008 09:00:00.000,122.1,122.56
03/10/2008 10:00:00.000,122.56,122.89
03/10/2008 11:00:00.000,122.87,121.78
03/10/2008 12:00:00.000,121.81,121.08
03/10/2008 13:00:00.000,121.09,120.41
03/10/2008 14:00:00.000,120.41,120.18
03/10/2008 15:00:00.000,120.18,119.72
03/10/2008 16:00:00.000,119.72,119.69
03/11/2008 09:00:00.000,122.97,122.68
03/11/2008 10:00:00.000,122.65,123.81
03/11/2008 11:00:00.000,123.81,122.83
03/11/2008 12:00:00.000,122.85,123.2
03/11/2008 13:00:00.000,123.19,124.41
03/11/2008 14:00:00.000,124.41,125.26
03/11/2008 15:00:00.000,125.26,127.35
03/11/2008 16:00:00.000,127.35,127.39
03/12/2008 09:00:00.000,126.63,125.96
03/12/2008 10:00:00.000,125.97,127.75
03/12/2008 11:00:00.000,127.76,127.35
03/12/2008 12:00:00.000,127.34,126.98
03/12/2008 13:00:00.000,126.98,126.71
03/12/2008 14:00:00.000,126.72,127.6
03/12/2008 15:00:00.000,127.59,126.03
03/12/2008 16:00:00.000,126.03,126.03
03/13/2008 09:00:00.000,123.8,123.82
03/13/2008 10:00:00.000,123.82,123.67
03/13/2008 11:00:00.000,123.64,125.53
03/13/2008 12:00:00.000,125.53,125.01
03/13/2008 13:00:00.000,124.99,127.49
03/13/2008 14:00:00.000,127.48,128.34
03/13/2008 15:00:00.000,128.35,127.94
03/13/2008 16:00:00.000,127.94,127.94
03/14/2008 09:00:00.000,129.82,126.52
03/14/2008 10:00:00.000,126.53,127.32
03/14/2008 11:00:00.000,127.35,127.43
03/14/2008 12:00:00.000,127.36,126.31
03/14/2008 13:00:00.000,126.35,125.77
03/14/2008 14:00:00.000,125.75,125.76
03/14/2008 15:00:00.000,125.75,126.96
03/14/2008 16:00:00.000,126.96,126.61
03/17/2008 09:00:00.000,122.4,124.87
03/17/2008 10:00:00.000,124.8,125.87
03/17/2008 11:00:00.000,125.86,124.68
03/17/2008 12:00:00.000,124.69,123.6
03/17/2008 13:00:00.000,123.61,124.67
03/17/2008 14:00:00.000,124.69,126.42
03/17/2008 15:00:00.000,126.42,126.74
03/17/2008 16:00:00.000,126.74,126.73
03/18/2008 09:00:00.000,128.74,129.63
03/18/2008 10:00:00.000,129.63,129.39
03/18/2008 11:00:00.000,129.38,129.5
03/18/2008 12:00:00.000,129.49,130.69
03/18/2008 13:00:00.000,130.69,131.1
03/18/2008 14:00:00.000,131.1,132.24
03/18/2008 15:00:00.000,132.25,132.95
03/18/2008 16:00:00.000,133,133
03/19/2008 09:00:00.000,132.5,132.3
03/19/2008 10:00:00.000,132.3,131.79
03/19/2008 11:00:00.000,131.78,131.6
03/19/2008 12:00:00.000,131.6,131.49
03/19/2008 13:00:00.000,131.51,130.88
03/19/2008 14:00:00.000,130.96,130.67
03/19/2008 15:00:00.000,130.66,129.68
03/19/2008 16:00:00.000,129.67,129.67
03/20/2008 09:00:00.000,129.39,130.63
03/20/2008 10:00:00.000,130.63,130.81
03/20/2008 11:00:00.000,130.81,129.36
03/20/2008 12:00:00.000,129.36,129.96
03/20/2008 13:00:00.000,129.95,130.91
03/20/2008 14:00:00.000,130.94,132.35
03/20/2008 15:00:00.000,132.34,133.27
03/20/2008 16:00:00.000,133.29,133.29
03/24/2008 09:00:00.000,134,134.67
03/24/2008 10:00:00.000,134.67,137.8
03/24/2008 11:00:00.000,137.8,139.86
03/24/2008 12:00:00.000,139.87,140.23
03/24/2008 13:00:00.000,140.17,140.17
03/24/2008 14:00:00.000,140.17,138.95
03/24/2008 15:00:00.000,138.92,139.66
03/24/2008 16:00:00.000,139.66,139.65
03/25/2008 09:00:00.000,139.5,138.5
03/25/2008 10:00:00.000,138.5,139.29
03/25/2008 11:00:00.000,139.29,139.86
03/25/2008 12:00:00.000,139.88,139.96
03/25/2008 13:00:00.000,139.95,142.01
03/25/2008 14:00:00.000,142.06,142.41
03/25/2008 15:00:00.000,142.4,140.91
03/25/2008 16:00:00.000,140.98,140.98
03/26/2008 09:00:00.000,140.03,142.13
03/26/2008 10:00:00.000,142.12,144.43
03/26/2008 11:00:00.000,144.43,144.51
03/26/2008 12:00:00.000,144.5,145.15
03/26/2008 13:00:00.000,145.15,144.38
03/26/2008 14:00:00.000,144.37,145.45
03/26/2008 15:00:00.000,145.46,145.16
03/26/2008 16:00:00.000,145.07,145.06
03/27/2008 09:00:00.000,144.85,144.86
03/27/2008 10:00:00.000,144.86,143.33
03/27/2008 11:00:00.000,143.32,143.84
03/27/2008 12:00:00.000,143.83,142.6
03/27/2008 13:00:00.000,142.62,141.79
03/27/2008 14:00:00.000,141.79,141.7
03/27/2008 15:00:00.000,141.76,140.24
03/27/2008 16:00:00.000,140.29,140.25
03/28/2008 09:00:00.000,141.85,143.24
03/28/2008 10:00:00.000,143.23,143.18
03/28/2008 11:00:00.000,143.18,144.38
03/28/2008 12:00:00.000,144.37,143.89
03/28/2008 13:00:00.000,143.88,143.63
03/28/2008 14:00:00.000,143.64,143.62
03/28/2008 15:00:00.000,143.61,143.02
03/28/2008 16:00:00.000,142.9,143.01
03/31/2008 09:00:00.000,143.2,144.92
03/31/2008 10:00:00.000,144.93,144.56
03/31/2008 11:00:00.000,144.58,143.74
03/31/2008 12:00:00.000,143.74,143.72
03/31/2008 13:00:00.000,143.71,143.83
03/31/2008 14:00:00.000,143.85,143.56
03/31/2008 15:00:00.000,143.55,143.5
03/31/2008 16:00:00.000,143.5,143.5
04/01/2008 09:00:00.000,146.05,145.9
04/01/2008 10:00:00.000,145.91,145.27
04/01/2008 11:00:00.000,145.25,147.54
04/01/2008 12:00:00.000,147.54,147.45
04/01/2008 13:00:00.000,147.45,147.55
04/01/2008 14:00:00.000,147.57,147.64
04/01/2008 15:00:00.000,147.63,149.61
04/01/2008 16:00:00.000,149.61,149.61
04/02/2008 09:00:00.000,148.95,149.04
04/02/2008 10:00:00.000,149.02,150.6
04/02/2008 11:00:00.000,150.57,149.77
04/02/2008 12:00:00.000,149.79,147.87
04/02/2008 13:00:00.000,147.9,147.91
04/02/2008 14:00:00.000,147.91,146.71
04/02/2008 15:00:00.000,146.72,147.47
04/02/2008 16:00:00.000,147.47,147.49
04/03/2008 09:00:00.000,146.93,149.26
04/03/2008 10:00:00.000,149.26,149.19
04/03/2008 11:00:00.000,149.17,150.65
04/03/2008 12:00:00.000,150.63,152.53
04/03/2008 13:00:00.000,152.51,152.01
04/03/2008 14:00:00.000,152.01,152.97
04/03/2008 15:00:00.000,152.97,151.6
04/03/2008 16:00:00.000,151.61,151.61
04/04/2008 09:00:00.000,152.45,152.39
04/04/2008 10:00:00.000,152.36,152.08
04/04/2008 11:00:00.000,152.08,152.05
04/04/2008 12:00:00.000,152.06,153.68
04/04/2008 13:00:00.000,153.69,153.78
04/04/2008 14:00:00.000,153.79,153.25
04/04/2008 15:00:00.000,153.25,153.08
04/04/2008 16:00:00.000,153.07,153.08
04/07/2008 09:00:00.000,155.74,156.79
04/07/2008 10:00:00.000,156.77,157.66
04/07/2008 11:00:00.000,157.69,158.89
04/07/2008 12:00:00.000,158.9,158.8
04/07/2008 13:00:00.000,158.82,157.18
04/07/2008 14:00:00.000,157.19,156.17
04/07/2008 15:00:00.000,156.18,155.89
04/07/2008 16:00:00.000,155.93,155.89
04/08/2008 09:00:00.000,153.57,154.43
04/08/2008 10:00:00.000,154.45,155.75
04/08/2008 11:00:00.000,155.76,154.94
04/08/2008 12:00:00.000,154.94,154.46
04/08/2008 13:00:00.000,154.44,154.39
04/08/2008 14:00:00.000,154.4,153.44
04/08/2008 15:00:00.000,153.45,152.81
04/08/2008 16:00:00.000,152.81,152.84
04/09/2008 09:00:00.000,153.67,152.05
04/09/2008 10:00:00.000,152.02,152.75
04/09/2008 11:00:00.000,152.78,150.74
04/09/2008 12:00:00.000,150.75,150.85
04/09/2008 13:00:00.000,150.83,151.98
04/09/2008 14:00:00.000,151.99,150.86
04/09/2008 15:00:00.000,150.86,151.44
04/09/2008 16:00:00.000,151.44,151.44
04/10/2008 09:00:00.000,151.2,152.42
04/10/2008 10:00:00.000,152.42,154.14
04/10/2008 11:00:00.000,154.14,154.52
04/10/2008 12:00:00.000,154.52,154.39
04/10/2008 13:00:00.000,154.39,154.9
04/10/2008 14:00:00.000,154.89,155.05
04/10/2008 15:00:00.000,155.03,154.55
04/10/2008 16:00:00.000,154.52,154.55
04/11/2008 09:00:00.000,152.7,152.48
04/11/2008 10:00:00.000,152.53,152.02
04/11/2008 11:00:00.000,152.01,151.97
04/11/2008 12:00:00.000,151.98,150.92
04/11/2008 13:00:00.000,150.93,148.44
04/11/2008 14:00:00.000,148.42,147.54
04/11/2008 15:00:00.000,147.55,147.24
04/11/2008 16:00:00.000,147.24,147.14
04/14/2008 09:00:00.000,146.61,145.54
04/14/2008 10:00:00.000,145.59,148.26
04/14/2008 11:00:00.000,148.27,148.21
04/14/2008 12:00:00.000,148.21,148.95
04/14/2008 13:00:00.000,148.94,147.65
04/14/2008 14:00:00.000,147.66,147.57
04/14/2008 15:00:00.000,147.57,147.8
04/14/2008 16:00:00.000,147.81,147.78
04/15/2008 09:00:00.000,149.36,148.2
04/15/2008 10:00:00.000,148.21,147.02
04/15/2008 11:00:00.000,146.99,146.22
04/15/2008 12:00:00.000,146.24,146.93
04/15/2008 13:00:00.000,146.95,147.47
04/15/2008 14:00:00.000,147.47,147.69
04/15/2008 15:00:00.000,147.68,148.38
04/15/2008 16:00:00.000,148.38,148.38
04/16/2008 09:00:00.000,151.84,151.19
04/16/2008 10:00:00.000,151.17,152.85
04/16/2008 11:00:00.000,152.84,152.75
04/16/2008 12:00:00.000,152.77,153.4
04/16/2008 13:00:00.000,153.41,152.96
04/16/2008 14:00:00.000,152.96,153.54
04/16/2008 15:00:00.000,153.52,153.62
04/16/2008 16:00:00.000,153.61,153.92
04/17/2008 09:00:00.000,153.3,155
04/17/2008 10:00:00.000,155,155.1
04/17/2008 11:00:00.000,155.08,154.72
04/17/2008 12:00:00.000,154.69,154.89
04/17/2008 13:00:00.000,154.89,154.24
04/17/2008 14:00:00.000,154.23,154.07
04/17/2008 15:00:00.000,154.12,154.56
04/17/2008 16:00:00.000,154.49,154.49
04/18/2008 09:00:00.000,158.74,158.92
04/18/2008 10:00:00.000,158.94,160.63
04/18/2008 11:00:00.000,160.61,161.37
04/18/2008 12:00:00.000,161.35,161.26
04/18/2008 13:00:00.000,161.26,161.54
04/18/2008 14:00:00.000,161.53,161.04
04/18/2008 15:00:00.000,161.06,161.13
04/18/2008 16:00:00.000,161.18,161.18
04/21/2008 09:00:00.000,162.05,164.09
04/21/2008 10:00:00.000,164.09,162.86
04/21/2008 11:00:00.000,162.86,163.54
04/21/2008 12:00:00.000,163.55,164.55
04/21/2008 13:00:00.000,164.56,164.57
04/21/2008 14:00:00.000,164.61,166.25
04/21/2008 15:00:00.000,166.24,168.16
04/21/2008 16:00:00.000,168.16,168.16
04/22/2008 09:00:00.000,167.08,165.35
04/22/2008 10:00:00.000,165.33,162.32
